video_fgr,video_pha,prompt,cache_path,frame_height,frame_width,num_frames
fgr/VideoMatte240K_train_0097_3.mp4,pha/VideoMatte240K_train_0097_3.mp4,整体发灰。全景。真实风格。一位女士正站在画面中央跳舞，她戴着橙色的安全帽，穿着黑色的连衣裙和白色内搭，脚踩黑色高跟鞋。她先是身体微微侧向画面左侧，眼睛看向镜头，双手抬起放在腰部两侧，随后左右扭腰，双手前后交替前伸，同时转向正对镜头，然后抬起双手握拳，两拳相对掌心向外与肩同高，然后继续扭动着腰，最后向画面右侧转身，双手放在腰部两侧，继续扭动着腰。这个视频的背景是透明的。,cache/2507vae_35,104,60,13
fgr/VideoMatte240K_train_0362_2.mp4,pha/VideoMatte240K_train_0362_2.mp4,整体发灰。真实风格。一个男孩正对着镜头竖起大拇指，他有着棕色短发，穿着红蓝色格子衬衫，搭配一条带有黑色条纹的黄色领结和棕色背带。他伸出右手，竖起大拇指，面带微笑。他的左手自然下垂。背景是透明的。近景。,cache/2507vae_36,104,60,11
fgr/VideoMatte240K_train_0362_2.mp4,pha/VideoMatte240K_train_0362_2.mp4,整体发灰。真实风格。近景。一个穿着红蓝格子衬衫的年轻男子，衬衫上有两个口袋，口袋上有银色的纽扣。他系着一条带有黑色条纹的黄色领结，肩上挂着两条棕色的背带。他正在对着镜头露出友好的笑容，嘴巴微微张开，露出整齐的牙齿。他的右手伸出，朝向镜头竖起大拇指。他的左手自然下垂。他的头发是棕色的，略显凌乱，眼睛注视着镜头，眼神中透露出自信和友好。这个视频的背景是透明的。,cache/2507vae_37,104,60,11
fgr/VideoMatte240K_train_0223_6.mp4,pha/VideoMatte240K_train_0223_6.mp4,中景。一个男人正在打电话。他穿着黑色的衣服，头发灰白，戴着眼镜，右手拿着黑色的手机贴在耳边。他微微侧身，面向画面右侧，一边走一边说话。背景是透明的。真实风格。整体发灰。,cache/2507vae_38,104,60,12
fgr/VideoMatte240K_train_0223_6.mp4,pha/VideoMatte240K_train_0223_6.mp4,中景。真实风格。一个男人正在打电话。他穿着黑色的长袖衬衫，头发灰白，戴着眼镜，右手拿着黑色的手机贴在耳边。他的表情看起来很专注，有时微微点头。他先是微微侧身，面向画面右侧，一边走一边说话，随后转身面向画面左侧，接着边走边说话，最后停在画面中央。走动的过程中，他始终保持与电话的通话状态。背景是透明的。整体发灰。,cache/2507vae_39,104,60,12
fgr/animal_still_hedgehog_5160_0.mp4,pha/animal_still_hedgehog_5160_0.mp4,整体发灰。局部特写。一团毛发在画面中旋转。毛发蓬松而杂乱，呈现出深浅不一的灰色和黑色交织在一起。毛发在微风中轻轻飘动。头发的长度不一，有的长而卷曲，有的短而直立。这个视频的背景是透明的。真实风格。,cache/2507vae_42,104,60,21
fgr/animal_still_hedgehog_5160_0.mp4,pha/animal_still_hedgehog_5160_0.mp4,真实风格。一团灰白色毛发在画面中顺时针旋转。灰白色的毛发蓬松而杂乱，一簇一簇的毛发在微微颤动。毛发的长度不一，有的短而尖锐，有的长而柔软，交错在一起形成了一片密集的绒毛。毛发的根部透出黑色，底部隐约可见一点浅黄色。背景是透明的。局部特写。整体发灰。,cache/2507vae_43,104,60,21
fgr/VideoMatte240K_train_0068_3.mp4,pha/VideoMatte240K_train_0068_3.mp4,近景。一位女士正在鼓掌，她的金色长发扎成马尾，身穿白色短袖衬衫和黑色皮质裤子。她的表情灿烂，露出洁白的牙齿。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_44,104,60,15
fgr/VideoMatte240K_train_0068_3.mp4,pha/VideoMatte240K_train_0068_3.mp4,一位女士穿着白色衬衫，黑色裤子，金色头发扎成马尾做出展示的动作，然后鼓掌。她面带灿烂的笑容，露出整齐的牙齿，眼睛弯弯的。她先是向画面右侧伸出手掌，做出展示的动作，然后双手合十，放在胸前，重复地鼓掌。整个过程中，她的笑容一直挂在脸上，显得非常友好和热情。背景是透明的。近景。真实风格。整体发灰。,cache/2507vae_45,104,60,15
fgr/smokes_smoke_03_7.mp4,pha/smokes_smoke_03_7.mp4,整体发灰。真实风格。一团黄色烟雾缓缓飘动，烟雾中夹杂着绿色的色调，烟雾的形状不断变化，逐渐扩散开来，烟雾的边缘是半透明的。这个视频的背景是透明的。近景。慢放。,cache/2507vae_46,104,60,19
fgr/smokes_smoke_03_7.mp4,pha/smokes_smoke_03_7.mp4,整体发灰。一条半透明的黄色烟雾从画面左侧向右侧缓缓流动，烟雾的颜色是淡黄色，夹杂着绿色色调。烟雾在不断扩散，从左侧向右侧延伸，形状逐渐变宽，边缘是半透明的。背景是透明的。真实风格。近景。慢放。,cache/2507vae_47,104,60,19
fgr/VideoMatte240K_train_0282_1.mp4,pha/VideoMatte240K_train_0282_1.mp4,近景。一位老人正在对着麦克风说话。他戴着黑色帽子，穿着黑色西装，内搭白色衬衫，系着红蓝条纹领带。他右手手持一个黑色麦克风，眼镜框是金色的，胡子长长的，灰白相间。背景是透明的。真实风格。整体发灰。,cache/2507vae_50,104,60,14
fgr/VideoMatte240K_train_0282_1.mp4,pha/VideoMatte240K_train_0282_1.mp4,一位老人正在对着麦克风说话。他戴着黑色的帽子和眼镜，站在镜头前，他有着长长的灰白色胡子和胡须。他穿着白色衬衫，系着一条红蓝条纹的领带，外面套着一件深色的西装外套。老人右手拿着一个黑色的麦克风。他先是左手手指微微张开，然后闭合，身体不停的左右摇摆，嘴里在不停的说着什么。这个视频的背景是透明的。真实风格。近景。整体发灰。,cache/2507vae_51,104,60,14
fgr/VideoMatte240K_train_0410_4.mp4,pha/VideoMatte240K_train_0410_4.mp4,整体发灰。真实风格。中景。一位女士正在打电话。她穿着黑色马甲和白色衬衫，站在画面稍左侧。她的头发是黑色的卷发，她的左手无名指上戴着一枚戒指，右手拿着一部金色的手机贴在耳边，左手自然垂落，张开嘴巴说话。这个视频的背景是透明的。,cache/2507vae_52,104,60,11
fgr/VideoMatte240K_train_0410_4.mp4,pha/VideoMatte240K_train_0410_4.mp4,中景。一位女性正在打电话交谈，她卷曲的头发是棕色的，穿着白色衬衫和黑色背心。她的表情生动，笑容满面。她的左手无名指上戴着一枚戒指。她先是右手拿着手机贴在耳边，张开嘴巴说着什么。然后把手机放在身前，左手点击了一下屏幕，最后双手放下，站立在画面中。背景是透明的。真实风格。整体发灰。,cache/2507vae_53,104,60,11
fgr/VideoMatte240K_train_0449_0.mp4,pha/VideoMatte240K_train_0449_0.mp4,整体发灰。近景。一个男孩戴着VR头盔四处观望，头盔是白色和黑色的。他的头发是棕色的，有点卷曲。他穿着一件灰色的T恤，头在转动，身体稍微转动，从一侧转向另一侧。头盔的带子紧紧地贴在他的后脑勺上。背景是透明的。真实风格。,cache/2507vae_56,104,60,21
fgr/VideoMatte240K_train_0449_0.mp4,pha/VideoMatte240K_train_0449_0.mp4,整体发灰。真实风格。近景。一个男孩戴着VR头盔四处观望。他身穿灰色T恤，戴着黑色和白色相间的虚拟现实头盔。他的头发是棕色的，卷曲的。头盔的带子紧贴在他的后脑勺上，确保设备稳固。他先是正对着画面后方，随后缓缓地向左又向右摆动头部，观察着虚拟世界。男孩的耳朵清晰可见，随着他的转动，耳朵也微微晃动。这个视频的背景是透明的。,cache/2507vae_57,104,60,21
fgr/animal_still_hairwig_5167_8.mp4,pha/animal_still_hairwig_5167_8.mp4,整体发灰。真实风格。黑棕色的头发在缓缓旋转。头发看起来有些凌乱，部分发丝在空中轻轻飘动。这个视频的背景是透明的。近景。,cache/2507vae_58,104,60,21
fgr/animal_still_hairwig_5167_8.mp4,pha/animal_still_hairwig_5167_8.mp4,近景。黑棕色的头发在顺时针缓缓旋转。头发在风中轻轻摇曳，深棕色的发丝交织在一起。发丝细细密密，随着微风轻轻飘动。发丝之间有着细微的光泽。背景是透明的。真实风格。整体发灰。,cache/2507vae_59,104,60,21
fgr/half_body_sitting_woman_half_1.mp4,pha/half_body_sitting_woman_half_1.mp4,一位女士坐在桌前拨动着头发，她身穿白色衬衫，长发披肩。她右手拿着一支蓝色笔，轻轻拨弄着头发，脸上带着微微的微笑。桌面上摆放着一个黑色半透明笔筒，里面装有几支不同颜色的笔，旁边是一本笔记本和一台计算器。这个视频的背景是透明的。近景。真实风格。整体发灰。,cache/2507vae_60,104,60,21
fgr/half_body_sitting_woman_half_1.mp4,pha/half_body_sitting_woman_half_1.mp4,近景。一位女士坐在桌前拨动着头发，她穿着白色长袖衬衫，浅金色的长发披在身上，桌上摆放着一个装满各种颜色笔的半透明笔筒，旁边散落着几本笔记本和一台平板电脑。她右手拿着一支蓝色的笔，在耳边轻轻拨动长发，眼神专注。她左手轻放在桌面上，手指轻轻交叠。随后，她低头看向桌面，右手准备书写，左手轻轻按住纸张。背景是透明的。真实风格。整体发灰。,cache/2507vae_61,104,60,21
fgr/VideoMatte240K_train_0303_0.mp4,pha/VideoMatte240K_train_0303_0.mp4,一位女士正在进行瑜伽训练。她穿着黑色的运动背心和灰色的紧身裤，脚上是运动鞋。她的头发扎成马尾辫。背景是透明的。真实风格。中景。整体发灰。,cache/2507vae_64,104,60,21
fgr/VideoMatte240K_train_0303_0.mp4,pha/VideoMatte240K_train_0303_0.mp4,整体发灰。中景。真实风格。一位女士正在进行瑜伽训练。她穿着黑色运动背心和灰色运动裤。她的头发扎成一个高马尾，黑色的发丝在空中轻轻飘动。她先是侧对着镜头，双手举过头顶。接着，她转头面向镜头，左腿抬起，膝盖弯曲，双手下落放至左腿旁，接着，放下左腿身体往下压，然后，她再次转头，双手举过头顶，重复着上一个动作。这个视频的背景是透明的。,cache/2507vae_65,104,60,21
fgr/animal_still_doll_5163_7.mp4,pha/animal_still_doll_5163_7.mp4,真实风格。一个毛绒玩具正在缓缓旋转，它有着白色的身体，棕色的卷发，戴着深紫色的发带。它的眼睛大而圆，睫毛长而卷翘，脸颊有淡淡的粉红色腮红，嘴唇小巧红润。它静静地躺着，身体微微晃动。这个视频的背景是透明的。近景。整体发灰。,cache/2507vae_68,104,60,21
fgr/animal_still_doll_5163_7.mp4,pha/animal_still_doll_5163_7.mp4,近景。一个毛绒玩具正在顺时针缓缓旋转，它的身体是白色绒毛，棕色的卷发，戴着深紫色的发带。它的眼睛大而圆，睫毛长而卷翘，脸颊有淡淡的粉红色腮红，嘴唇小巧红润。它面对着镜头静静地躺着顺时针缓缓旋转，直至正对镜头。这个视频的背景是透明的。真实风格。整体发灰。,cache/2507vae_69,104,60,21
fgr/VideoMatte240K_train_0178_0.mp4,pha/VideoMatte240K_train_0178_0.mp4,真实风格。一位女士正在对着镜头向下竖起大拇指。她身穿白色衬衫和黑色裙子，衬衫上有两个口袋和一排纽扣。她的棕色卷发自然地垂落在肩膀两侧。背景是透明的。近景。整体发灰。,cache/2507vae_72,104,60,17
fgr/VideoMatte240K_train_0178_0.mp4,pha/VideoMatte240K_train_0178_0.mp4,真实风格。一位女士站在画面中央正在对着镜头向下竖起大拇指。她有一头浓密的卷发，穿着一件白色的长袖衬衫和黑色的裙子。她的衬衫上有一排整齐的纽扣，胸口处有两个口袋。她先是正视前方，然后右手缓缓抬起，做出竖起大拇指的动作，随后手腕旋转拇指向下指去，同时左右摇头。这个视频的背景是透明的。近景。整体发灰。,cache/2507vae_73,104,60,17
fgr/VideoMatte240K_train_0099_3.mp4,pha/VideoMatte240K_train_0099_3.mp4,近景。一位女性正在跳舞，她戴着橙色的安全帽，穿着黑色外套和白色内搭，双手在身前摆动，身体也在左右摆动。脸上洋溢着开心的笑容。背景是透明的。真实风格。整体发灰。,cache/2507vae_76,104,60,14
fgr/VideoMatte240K_train_0099_3.mp4,pha/VideoMatte240K_train_0099_3.mp4,整体发灰。真实风格。近景。一位女性正在跳舞，她戴着橙色的安全帽，穿着黑色外套和白色内搭，正对着镜头微笑。她的双手先是握拳，拳心向外，放在胸前，随后身体向画面右侧倾斜，双手跟着上下摆动，然后女士向画面右侧转身，身体微微侧向画面右侧，眼睛看向镜头，双手放至腰间，接着又向画面左侧转身，双手上下摆动着，最后手掌微微张开微微摆动着，女士身体则是向着画面左侧，眼神始终看像镜头，脸上保持着笑容。这个视频的背景是透明的。,cache/2507vae_77,104,60,14
fgr/250812_all_mp4_11_32_155_1.mp4,pha/250812_all_mp4_11_32_155_1.mp4,整体发灰。全景。高高的电线塔矗立在起伏的地面上。它们的结构由无数细密的线条组成，呈现出银白色的金属光泽。电线塔之间通过横跨的电线相连，形成一个巨大的电网。电线塔静静地矗立着，视角一直在拉近。背景是透明的。特效风格。,cache/2507vae_78,104,60,14
fgr/250812_all_mp4_11_32_155_1.mp4,pha/250812_all_mp4_11_32_155_1.mp4,整体发灰。全景。高高的电线塔矗立在起伏的地面上。它们的结构由无数细密的线条组成，呈现出银白色的金属光泽。电线塔之间通过横跨的电线相连，形成一个巨大的电网。随着镜头的移动，远处的电线塔越来越清晰，近处的电线塔逐渐消失在画面中。这个视频的背景是透明的。特效风格。,cache/2507vae_79,104,60,14
fgr/VideoMatte240K_train_0308_2.mp4,pha/VideoMatte240K_train_0308_2.mp4,慢放。真实风格。一个穿着橙色连帽衫的男子正在跳舞。他的头发是棕色的，短发。他张开嘴巴唱歌。他的双手随着音乐节奏自然摆动。这个视频的背景是透明的。中景。整体发灰。,cache/2507vae_84,104,60,13
fgr/VideoMatte240K_train_0308_2.mp4,pha/VideoMatte240K_train_0308_2.mp4,慢放。真实风格。一个穿着橙色连帽衫的年轻人正在跳舞。他的头发是棕色的，短而整齐。他的表情充满活力，嘴巴张开唱歌。他的手臂在空中挥舞。他先是正对着镜头，身体微微向画面左侧倾斜，抬起右手握拳，然后身体向画面右侧摆动，放下右手，抬起左手握拳，随后转身微微侧向画面左侧，双手交叉放在胸前，最后，身体前倾，双手向身后两侧展开。背景是透明的。中景。整体发灰。,cache/2507vae_85,104,60,13
fgr/250812_all_mp4_15_32_129_0.mp4,pha/250812_all_mp4_15_32_129_0.mp4,一架直升机正在旋转然后坠毁，旋翼快速旋转，尾部冒着半透明黑烟。它突然撞击地面，周围瞬间爆发出大量碎片和尘土。直升机坠毁后的画面显示，机身严重受损，整个机体呈现出迷彩灰绿色，部分部件扭曲变形。背景是透明的。卡通风格。近景。整体发灰。,cache/2507vae_86,104,60,17
fgr/250812_all_mp4_15_32_129_0.mp4,pha/250812_all_mp4_15_32_129_0.mp4,近景。一架直升机正在旋转坠落，旋翼快速旋转，尾部拉出一道半透明黑烟。直升机撞向地面爆炸，碎片四散飞溅。直升机的残骸在空中翻滚，散发出烟雾和火花。直升机的机身被严重损毁，零件和碎片在空中飞舞。直升机的残骸最终滚向镜头完全遮挡住了视线。这个视频的背景是透明的。卡通风格。整体发灰。,cache/2507vae_87,104,60,17
fgr/250812_all_mp4_30_32_128_0.mp4,pha/250812_all_mp4_30_32_128_0.mp4,真实风格。一架灰色的直升机在空中飞行，螺旋桨在快速旋转。机身两侧挂载着多个武器，底部也有装备。背景是透明的。中景。整体发灰。,cache/2507vae_88,104,60,19
fgr/250812_all_mp4_30_32_128_0.mp4,pha/250812_all_mp4_30_32_128_0.mp4,真实风格。一架灰色的直升机在空中飞行。直升机的螺旋桨快速转动，呈现出半透明的感觉，机身周围有一些黑色的武器挂载。直升机底部的起落架清晰可见。直升机从镜头上方缓缓下降到画面中央，随后朝向镜头飞来。这个视频的背景是透明的。中景。整体发灰。,cache/2507vae_89,104,60,19
fgr/VideoMatte240K_train_0259_4.mp4,pha/VideoMatte240K_train_0259_4.mp4,一个女人正在笔记本上写着什么，她有着黑色的头发，穿着深蓝色的衬衫，手指涂着黑色的指甲油。她左手拿着一支白色的笔，右手托着一本黑色的笔记本。这个视频的背景是透明的。真实风格。近景。整体发灰。,cache/2507vae_96,104,60,14
fgr/VideoMatte240K_train_0259_4.mp4,pha/VideoMatte240K_train_0259_4.mp4,真实风格。一个女人正在笔记本上写字，她穿着蓝色的衬衫，衬衫上有黑色的纽扣，袖子挽到胳膊肘处。她的头发是黑色卷曲的，披散在肩上。她的指甲涂着黑色的指甲油。她低着头，右手托着一本黑色的笔记本。她用左手拿着一支白色的笔，在笔记本上写字，时不时地点点头，抬头看向镜头。她的表情专注，微微皱眉。背景是透明的。近景。整体发灰。,cache/2507vae_97,104,60,14
fgr/VideoMatte240K_train_0132_4.mp4,pha/VideoMatte240K_train_0132_4.mp4,整体发灰。真实风格。近景。一个男人正在进行拳击训练。他的头发是棕色的，扎成了长长的脏辫。他穿着一件黑色的T恤，左手手腕上戴着两条棕色的手链，右手手腕戴着一条黑色的手环。他的拳头紧握，正在做出拳击的动作。这个视频的背景是透明的。,cache/2507vae_98,104,60,12
fgr/VideoMatte240K_train_0132_4.mp4,pha/VideoMatte240K_train_0132_4.mp4,真实风格。一个男人正在打拳击。他的头发是棕色的，编成了很多脏辫，头发在空中飘动。他穿着一件黑色的短袖，左手手腕上戴着两条棕色的手链，右手手腕戴着一条黑色的手环。他向着画面左侧，拳头紧握，先是收回左手放在脸旁，随后右拳迅速挥出，做出平勾拳的动作，然后收回放在脸旁做出防御的姿态，接着右手做出上勾拳的动作，最后双手收回恢复到防御的姿态。背景是透明的。近景。整体发灰。,cache/2507vae_99,104,60,12
fgr/VideoMatte240K_train_0253_3.mp4,pha/VideoMatte240K_train_0253_3.mp4,整体发灰。中景。真实风格。一位女士正在进行虚拟现实操作。她身穿米色衬衫和橙色皮裙，戴着黑色的VR眼镜，她的手在空中舞动，与虚拟世界互动。她先是轻轻抬起右手，随后双手在空中上下挥动。背景是透明的。,cache/2507vae_100,104,60,20
fgr/VideoMatte240K_train_0253_3.mp4,pha/VideoMatte240K_train_0253_3.mp4,整体发灰。真实风格。一位女士正在进行虚拟现实操作。她戴着黑色的VR眼镜，身穿米色衬衫和橙色皮裙。她的右手轻轻抬起，手指微微弯曲，重复两次从右往左划动，然后点击一下接着从上往下划动，最后双手往前拨开。这个视频的背景是透明的。中景。,cache/2507vae_101,104,60,20
fgr/portrait_closeup_woman_closeup_3_4.mp4,pha/portrait_closeup_woman_closeup_3_4.mp4,整体发灰。慢放。一位女性摆动着她的头发，她拥有深棕色的长发，她穿着一件浅色毛衣。她的右手轻轻拨动头发，随后放下，头部则是左右摆动着，头发随着头部摆动在空中飘动。这个视频的背景是透明的。近景。真实风格。,cache/2507vae_102,104,60,16
fgr/portrait_closeup_woman_closeup_3_4.mp4,pha/portrait_closeup_woman_closeup_3_4.mp4,整体发灰。真实风格。近景。慢放。一位女性摆动着她的头发，她拥有深棕色的长发，她穿着一件浅色毛衣。她闭着眼睛，嘴角上扬，露出牙齿。她的右手轻轻拨动头发，随后放下，头部则是左右摆动着，头发随着头部摆动在空中飘动。头发在空中飞舞，形成了一道美丽的弧线。她的眼睛紧闭，脸上洋溢着幸福的表情。背景是透明的。,cache/2507vae_103,104,60,16
fgr/VideoMatte240K_train_0114_0.mp4,pha/VideoMatte240K_train_0114_0.mp4,真实风格。一个穿着沙漠迷彩服的男子抱着一个穿着黑色短袖的小女孩。女孩金色的头发披散在肩上，男子戴着一顶迷彩帽。小女孩伸出小手，轻轻将男子的帽子摘下，随后将帽子戴在自己头上，男子则是微笑着配合她。背景是透明的。近景。整体发灰。,cache/2507vae_104,104,60,21
fgr/VideoMatte240K_train_0114_0.mp4,pha/VideoMatte240K_train_0114_0.mp4,真实风格。一个穿着沙漠迷彩服的男子抱着一个穿着黑色短袖的小女孩。小女孩有着金色的长发。男人戴着一顶迷彩帽，帽子上带有黑色的带子的黑色透明护目镜。小女孩伸出手，将男人的帽子轻轻取下，男人配合地微微低头，脸上带着笑容。小女孩成功地将帽子取下后，双手捧着帽子戴在自己头上，兴奋地看向男人，男人也开心地看着她。这个视频的背景是透明的。近景。整体发灰。,cache/2507vae_105,104,60,21
fgr/250812_all_mp4_26_32_0_0.mp4,pha/250812_all_mp4_26_32_0_0.mp4,整体发灰。近景。一个白色的无人机在空中飞行。它有四个螺旋桨，螺旋桨在快速旋转。机身小巧。无人机从画面的右侧飞向左后方。这个视频的背景是透明的。特效风格。,cache/2507vae_106,104,60,12
fgr/250812_all_mp4_26_32_0_0.mp4,pha/250812_all_mp4_26_32_0_0.mp4,特效风格。一个白色的无人机在空中飞行。它有四个旋转的螺旋桨，每个螺旋桨都是白色的。它的机身主要是白色的。无人机的四个支架也是白色的。随着无人机的移动，它的螺旋桨在不断地旋转。无人机缓缓地从右侧飞入画面，逐渐向左后方移动。背景是透明的。近景。整体发灰。,cache/2507vae_107,104,60,12
fgr/250812_all_mp4_19_32_149_0.mp4,pha/250812_all_mp4_19_32_149_0.mp4,卡通风格。两根卷轴在画面中缓缓转动。卷轴的表面呈现出古旧的米色，上面布满了细小的斑点和纹理。卷轴的两端是金属色的。背景是透明的。近景。整体发灰。,cache/2507vae_114,104,60,15
fgr/250812_all_mp4_19_32_149_0.mp4,pha/250812_all_mp4_19_32_149_0.mp4,近景。卡通风格。两根卷轴在画面中缓缓转动。卷轴的表面呈现出古旧的米色，上面布满了细小的斑点和纹理。卷轴的两端是金属色的。两根卷轴先是并列摆放的，随着卷轴的旋转，左边的卷轴向画面左侧移动，右边的卷轴向画面右侧移动。这个视频的背景是透明的。整体发灰。,cache/2507vae_115,104,60,15
